,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,"day of violence across iraq leaves 52 dead baghdad, iraq - a suicide car bomber slammed into a line of police cars sealing off a baghdad neighborhood friday as american troops rounded up dozens of suspected militants, capping a day of violence across iraq that left at least 52 dead.    among the 63 suspects arrested were syrians, sudanese and egyptians, officials said...",0,0,0.23314763509933373,0.6298166587948799,0.30948615654691103,16,0
1,"document on cpc governance capability issued the communist party of china (cpc) sunday published a major policy document on enhancing the party #39;s governance capability, stressing it is  quot;a major strategic subject with a bearing on the success of china #39;s socialist cause, the future and destiny of the ",1,0,0.24184952830464312,0.5902799628674984,0.31306833246895593,16,0
2,"feds could sell off real estate, improve buying to save billions: brison (canadian press) canadian press - toronto (cp) - the federal government will look at selling off real estate and expanding its bulk buying as it aims to find  #36;12 billion of savings over the next five years, public works minister scott brison confirmed tuesday.",2,0,0.24739082427302614,0.5510800912976265,0.3099388810380265,16,0
3,"rescued whales head out to sea as scientists blame weather for &lt;b&gt;...&lt;/b&gt; hobart, australia : rescuers succeeded in saving most of the whales still stranded on beaches in australia and new zealand as scientists pinpointed cyclical weather patterns as a likely cause of increased beachings.",3,0,0.24484649402886927,0.5717879235744476,0.3030216876316922,17,0
4,"'resident evil' sequel tops box office los angeles - the undead came alive once more over the weekend as ""resident evil: apocalypse"" debuted at no. 1 at the box office, bringing in \$23.7 million...",4,0,0.24896989527876087,0.5320952445268631,0.2806809251528415,16,0
5,"topics a, b and c in run-up to debate: jobs, jobs and jobs john kerry will assail president bush tonight as the first president since herbert hoover to preside over a four-year term with fewer americans working than when he began.",5,0,0.2486830186761618,0.5362902373075485,0.303098253211538,16,0
6,"even greek grandmas root for the home team in 2000, greece brought home 13 medals. the greek olympic committee hopes to double that number.",6,0,0.24707243392880945,0.4458930127322674,0.30234336865669814,8,1
7,"charges possible for dave matthews band chicago - authorities were considering criminal charges wednesday against the dave matthews band and one of its tour bus drivers for allegedly dumping human waste from a bus into the chicago river, dousing a tour boat filled with passengers.    the announcement came a day after the state sued the band and driver stefan wohl, accusing them of violating state water pollution and public nuisance laws...",7,0,0.24808499026503114,0.5437608242034913,0.29788364812477636,16,0
8,interpol experts at dhaka to help probe into al rally blasts an advance team of interpol flew in dhaka today (sunday) at the request of the government to investigate the august 21 grenade attack on opposition leader sheikh hasinas rally at bangabandhu avenue.,8,0,0.23587924414523245,0.6188307866454125,0.3094318014146199,16,0
9,"kuwait kidnap firm to leave iraq a kuwaiti company bows to demands of kidnappers in iraq holding seven of its employees, saying it will halt operations there.",9,0,0.234169026377201,0.6258211970329285,0.31066407974357,17,0
