,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,"which, on you, is closest to perfection? - your mind\n- your body\n- your wallet\nor...\n- your soul",0,0,0.249391753566153,0.4753373473882675,0.3375025624186175,12,0
1,why do people worship their pastors.......? like he/she is god or the lord.....like i wont get to heaven unless pastor says so!!!!   come on!!!,1,0,0.24934545934549446,0.5255839921534061,0.33416873202004777,16,0
2,what does the word gerard mean? ,2,0,0.24951593181513032,0.47799845039844513,0.3319434373186399,12,0
3,boys only !!? boys ! if you are staright and you like a girl..how would you feel if you know there is another boy u likes u...will you let him like you..even if he is gay but you're not !!!?,3,0,0.24997024439799231,0.505454869568348,0.33194105304786825,15,0
4,"my stepfather told me that in the 60's, ""catholics need not apply"" was listed on job applications,why? ",4,0,0.24999516560424606,0.502198725938797,0.3366814725364376,13,0
5,what do you think he said? you remember that radiohead video for just where the guy is laying on the concrete and he tells the people why he's laying there and then everybody lays down on the concrete? i found out the band will never tell why the hell the guy is laying on the concrete so i was wondering if any of y'all could come up with your own idea of what he said to make all those people lie down on the concrete.,5,0,0.24998297165061412,0.5041265420615673,0.33425679358975363,14,0
6,what is the biblical significance of the number 7? 7 days to create the earth; 7 means completion. but there is more; can someone name them for me or direct me to a site at which i could find more information? thanks!,6,0,0.2499408122348253,0.49230664148926734,0.32739113359354166,13,0
7,"non-muslims: what do you know about islam please if u have negative comments give authentic sources? authentic sorces as in quran,hadiths not cultrual misconceptions",7,0,0.24999205469971425,0.5028187409043312,0.3315993660466043,14,0
8,"is god of the jews and gentiles? roman 3:29\nis he the god of the jews only? is he not also of the gentiles. yes of the gentiles also:\n\nseeing it is one god, which shall justify the circumcion by faith, and uncircumcision through faith",8,0,0.24985439184871963,0.5120668202638626,0.3359583593973969,14,0
9,what do you think about my motto on rellgon? philosophize don't criticize,9,0,0.24998229242871253,0.5042080365121364,0.33163300683353714,13,0
10,"ladies:  if you were to meet your boyfriend on the internet would you lie to friends or family and say...? that you met him somewhere else (like work, gym etc..).",10,0,0.24987738042118712,0.4889266274869442,0.3327402740339823,14,0
11,why in christ tomb was  the headpiece folded? ,11,0,0.24916096230175466,0.47103385254740715,0.3230319808297934,12,0
12,"do you believe the world is flat? the bible and koran say so, aren't they completely true. (well at least one of them)",12,0,0.24991757249665583,0.5090789593756199,0.3332530809130737,15,0
13,"for women, do you consider yourself a dominant or submissive lover? i notice that some women are one or the other and on occassion like to switch things up, which one are you? and how would you go about being dominant in bed?",13,0,0.24828241266166615,0.45855621472001074,0.32366870625306665,13,0
14,"how do you get a job if your gay and in a small town? i am 16, openly gay(everyone knows), and live in a small town. i live in arkansas, and here there is no law barring discrimination against gays in the work force, so around here companies can refuse to hire me because i am gay. i have tried every place i can think of, even desperate places like grociery stores, sonic, and every other fast food restaraunt. i have friends who work at these places, and the end up telling me that i wasnt hired because i was gay. at sonic even, the manager won't hire a male if he's gay, but he will hire lesbians. can someone tell me what i can do to get a job even though this is a problem?",14,0,0.2497906854892831,0.4855322942137718,0.32098382032307254,15,0
15,preguntame lo que dice esta playera. what does this mean in english? ,15,0,0.24787674456474898,0.4539212040603161,0.3299958655384806,11,0
16,"help me please!!!!!!!? i used to live in syracuse, new york and loved it. then i moved to springfield, virginia and hate it. it might sound dramatic, but i really do cry a lot about it and my mom says we're never moving back. any suggestions to change her mind and we can move back?",16,0,0.24925313996671497,0.4726712599396706,0.3181740674828688,15,0
17,“why is marijuana against the law? it grows naturally upon our planet. doesn't the idea of making nature against the law seem to you a bit . . . unnatural?”,17,0,0.2498760503330517,0.48886673152446747,0.33379006150239104,13,0
18,do you believe in happy endings? why? ,18,0,0.24859639201900186,0.46253524348139763,0.3334213158266472,11,0
19,"i need your opinion about signs? let's say that someone is pregnant and is thinking about an abortion. and then one day at work, she is using the copy machine and there is a paper jam, and then the word ""abort"" kept flashing on the machine.  and this never happened before while using the copy machine.\nwould you take this as a sign or no?",19,0,0.24989009515789803,0.5104835510253907,0.33289951206174634,14,0
20,why does a drop of water on the computer screen look all rainbowy? ,20,1,0.24997026096946975,0.4945466496050358,0.3428631017350703,14,0
21,related to radio...? how much mhz oscillator a transmitter need to send a signal to cover 6 kms. need not be precise. just tell any one matching my choice. also pl tell about amatuer radio licence for india.,21,1,0.24964998864456778,0.5187085904181004,0.34527450741162347,15,0
22,how do the pons in the brain work? ,22,1,0.24962585481105662,0.48065716698765754,0.3341708743892895,14,0
23,who invented the silver oxide battery? ,23,1,0.24931184748075966,0.4737673386931419,0.3287008540570133,11,0
24,"can you name the 4 most intelligent animals on earth? i am arguing with my partner about this, he thinks a donkey ranks up there, i say a pig is on the top 4 but a donkey is no where near!!",24,1,0.24999685258957874,0.49822590574622155,0.34367082072571015,14,0
25,i have a science project about paper planes & i do not know how to go about it.please if u know anything.help. what web site?purpose of experiment.hypothesis.,25,1,0.249803823573602,0.5140062995254994,0.3353490606338115,15,0
26,"how can i find out (freely) what the weather was like in newport, oregon in a given day from 1970s? found only one site that will tell me--and they want $10.00!",26,1,0.24962128885152063,0.48053949773311616,0.35671813849769773,10,0
27,why do you have memories? ,27,1,0.23605615432736016,0.38191593810915947,0.31739311107770496,7,0
28,"does an agranulocyte has more dna than and granulocyte ? if an agranulocyte has more dna then a granulocyte , then if stain with methyl green pyronin . would the agranulocyte appear more green than the granulocyte?",28,1,0.249085078840296,0.5302476637065411,0.3395506036893067,17,0
29,i need to convert sq inches to sq feet? i print from an app that produces the following job log\n\nprint size:22.6 inch x 16.1 inch = 363.9 sq\n\ni need to convert to feet - how?,29,1,0.24992718956053153,0.5085329033434391,0.3335629704034353,19,0
